id,nama,age,gender,harga_beli,kind_of_food,restaurant,friends,jumlah_klik_produk_tertentu,review,lokasi_resto
289,User289,21,Female,26.48,Fast Food,McDonald's,348,17,"Amazing flavors, highly recommend!",Jakarta
290,User290,57,Female,34.93,Fast Food,Mi Gacoan,372,3,Very tasty and well-prepared.,Bandung
291,User291,54,Female,91.19,Dessert,Burger King,227,18,"Excellent taste, worth every penny!",Bandung
292,User292,56,Male,35.02,Dessert,JCo,300,13,"Not worth the price, very disappointing.",Malang
293,User293,45,Female,10.5,Fast Food,Mi Gacoan,415,1,"Unimpressed with the taste, won't return.",Jakarta
294,User294,52,Male,96.64,Healthy,McDonald's,415,18,Very tasty and well-prepared.,Jakarta
295,User295,63,Male,25.05,Beverage,Mi Gacoan,164,13,"Great food, definitely coming back.",Bandung
296,User296,56,Female,28.87,Healthy,McDonald's,34,7,The food was bland and tasteless.,Jogja
297,User297,65,Female,89.75,Dessert,Starbucks,337,14,"Great food, definitely coming back.",Surabaya
298,User298,43,Male,56.31,Healthy,Burger King,426,13,The food was delicious and fresh!,Bandung
299,User299,34,Female,22.46,Fast Food,Starbucks,163,11,The food was delicious and fresh!,Bandung
300,User300,66,Female,10.09,Dessert,Burger King,410,18,"Great food, definitely coming back.",Surabaya
301,User301,68,Male,35.32,Fast Food,KFC,376,15,"Not worth the price, very disappointing.",Jakarta
302,User302,27,Female,62.52,Healthy,McDonald's,409,18,Very tasty and well-prepared.,Jogja
303,User303,43,Male,89.12,Healthy,McDonald's,202,13,The food was delicious and fresh!,Surabaya
304,User304,18,Female,64.19,Beverage,JCo,415,15,"Not worth the price, very disappointing.",Malang
305,User305,33,Male,41.75,Healthy,Burger King,7,12,The food was bland and tasteless.,Jogja
306,User306,34,Female,73.71,Beverage,Burger King,143,3,"Not worth the price, very disappointing.",Jogja
307,User307,60,Female,72.99,Beverage,Burger King,447,4,"Terrible experience, food was awful.",Jakarta
308,User308,54,Male,77.67,Dessert,McDonald's,257,2,"Poor quality, not worth the money.",Jogja
309,User309,25,Female,81.65,Healthy,KFC,401,13,"Excellent taste, worth every penny!",Surabaya
310,User310,41,Female,44.85,Fast Food,Burger King,330,17,"Amazing flavors, highly recommend!",Bandung
311,User311,67,Female,34.42,Healthy,Starbucks,167,13,Very tasty and well-prepared.,Malang
312,User312,58,Male,83.76,Fast Food,KFC,11,15,"Excellent taste, worth every penny!",Jakarta
313,User313,56,Female,39.28,Dessert,Burger King,271,9,Very tasty and well-prepared.,Malang
314,User314,63,Male,61.03,Dessert,Burger King,491,16,The food was delicious and fresh!,Surabaya
315,User315,55,Male,10.29,Beverage,Starbucks,386,18,"Amazing flavors, highly recommend!",Jakarta
316,User316,67,Male,24.97,Fast Food,Mi Gacoan,361,13,The food was bland and tasteless.,Malang
317,User317,55,Male,92.56,Dessert,Starbucks,74,8,Very tasty and well-prepared.,Bandung
318,User318,22,Male,5.52,Beverage,Mi Gacoan,287,1,"Unimpressed with the taste, won't return.",Surabaya
319,User319,52,Male,63.13,Healthy,KFC,207,1,"Poor quality, not worth the money.",Jogja
320,User320,40,Male,48.25,Beverage,Starbucks,425,11,"Terrible experience, food was awful.",Jakarta
321,User321,67,Male,65.42,Fast Food,JCo,79,6,"Terrible experience, food was awful.",Jakarta
322,User322,48,Male,5.16,Dessert,Burger King,149,2,The food was bland and tasteless.,Surabaya
323,User323,51,Female,20.57,Beverage,Burger King,291,19,The food was delicious and fresh!,Bandung
324,User324,45,Female,50.93,Healthy,JCo,178,15,The food was bland and tasteless.,Malang
325,User325,25,Male,13.91,Beverage,Starbucks,186,15,"Poor quality, not worth the money.",Bandung
326,User326,31,Male,49.04,Dessert,Starbucks,137,14,"Excellent taste, worth every penny!",Malang
327,User327,43,Female,29.82,Healthy,Mi Gacoan,422,5,The food was bland and tasteless.,Jogja
328,User328,55,Male,55.03,Beverage,Burger King,16,4,The food was bland and tasteless.,Jakarta
329,User329,49,Male,75.35,Fast Food,McDonald's,488,4,"Poor quality, not worth the money.",Malang
330,User330,54,Male,68.22,Beverage,Burger King,297,12,"Excellent taste, worth every penny!",Surabaya
331,User331,67,Female,21.49,Healthy,JCo,184,4,The food was delicious and fresh!,Jakarta
332,User332,65,Male,94.56,Dessert,Starbucks,488,5,The food was delicious and fresh!,Malang
333,User333,57,Female,12.32,Dessert,McDonald's,300,3,"Not worth the price, very disappointing.",Surabaya
334,User334,26,Male,74.68,Dessert,Burger King,273,0,"Amazing flavors, highly recommend!",Surabaya
335,User335,36,Female,61.93,Beverage,Starbucks,26,10,The food was delicious and fresh!,Jakarta
336,User336,38,Female,72.88,Fast Food,Starbucks,76,4,The food was bland and tasteless.,Jakarta
337,User337,43,Female,19.25,Fast Food,JCo,294,1,The food was delicious and fresh!,Jogja
338,User338,57,Female,32.34,Healthy,Mi Gacoan,7,1,"Excellent taste, worth every penny!",Bandung
339,User339,47,Female,65.21,Healthy,KFC,110,2,"Excellent taste, worth every penny!",Jakarta
340,User340,20,Female,65.64,Dessert,Burger King,66,7,The food was delicious and fresh!,Jogja
341,User341,58,Female,81.91,Fast Food,JCo,206,7,"Great food, definitely coming back.",Malang
342,User342,68,Female,97.39,Healthy,Mi Gacoan,366,0,"Not worth the price, very disappointing.",Bandung
343,User343,35,Male,87.31,Fast Food,Starbucks,376,7,The food was bland and tasteless.,Malang
344,User344,58,Female,43.68,Dessert,KFC,29,15,"Not worth the price, very disappointing.",Malang
345,User345,57,Female,20.47,Beverage,Starbucks,98,12,Very tasty and well-prepared.,Jakarta
346,User346,51,Female,93.59,Fast Food,Mi Gacoan,52,0,"Unimpressed with the taste, won't return.",Malang
347,User347,21,Male,87.97,Fast Food,McDonald's,36,17,"Terrible experience, food was awful.",Jogja
348,User348,44,Male,29.53,Dessert,McDonald's,493,7,The food was delicious and fresh!,Malang
349,User349,65,Male,32.4,Beverage,Mi Gacoan,56,0,"Great food, definitely coming back.",Surabaya
350,User350,42,Female,53.86,Dessert,McDonald's,342,0,"Terrible experience, food was awful.",Surabaya
351,User351,67,Female,67.01,Healthy,KFC,295,16,"Unimpressed with the taste, won't return.",Jakarta
352,User352,48,Female,46.52,Beverage,Mi Gacoan,395,12,"Amazing flavors, highly recommend!",Malang
353,User353,69,Female,36.27,Dessert,Burger King,488,9,"Amazing flavors, highly recommend!",Jakarta
354,User354,19,Female,50.01,Beverage,Mi Gacoan,423,15,"Terrible experience, food was awful.",Bandung
355,User355,60,Male,14.02,Healthy,Mi Gacoan,459,2,"Great food, definitely coming back.",Jakarta
356,User356,36,Male,91.94,Beverage,Mi Gacoan,146,14,"Terrible experience, food was awful.",Jogja
357,User357,25,Male,34.12,Healthy,JCo,253,10,"Great food, definitely coming back.",Jogja
358,User358,61,Male,10.81,Beverage,McDonald's,272,17,The food was delicious and fresh!,Bandung
359,User359,23,Male,37.13,Dessert,McDonald's,495,3,Very tasty and well-prepared.,Surabaya
360,User360,58,Male,43.12,Beverage,JCo,124,4,"Unimpressed with the taste, won't return.",Malang
361,User361,55,Male,46.95,Dessert,Mi Gacoan,192,10,"Excellent taste, worth every penny!",Malang
362,User362,37,Female,51.57,Beverage,McDonald's,45,13,"Great food, definitely coming back.",Jakarta
363,User363,52,Male,44.77,Healthy,JCo,195,11,"Excellent taste, worth every penny!",Jogja
364,User364,39,Male,81.85,Dessert,KFC,197,12,"Not worth the price, very disappointing.",Bandung
365,User365,54,Male,48.45,Dessert,Burger King,478,8,Very tasty and well-prepared.,Bandung
366,User366,42,Male,87.18,Dessert,Burger King,216,14,The food was delicious and fresh!,Jogja
367,User367,48,Female,76.76,Fast Food,Mi Gacoan,453,9,The food was delicious and fresh!,Jakarta
368,User368,19,Female,95.06,Healthy,Mi Gacoan,398,10,"Unimpressed with the taste, won't return.",Jakarta
369,User369,18,Male,55.46,Dessert,McDonald's,484,13,The food was bland and tasteless.,Jakarta
370,User370,42,Male,16.39,Beverage,McDonald's,94,13,The food was delicious and fresh!,Bandung
371,User371,63,Female,80.16,Beverage,Burger King,317,12,"Excellent taste, worth every penny!",Surabaya
372,User372,65,Male,84.65,Dessert,McDonald's,85,7,"Not worth the price, very disappointing.",Malang
373,User373,22,Male,49.63,Healthy,McDonald's,397,5,"Not worth the price, very disappointing.",Bandung
374,User374,18,Male,69.16,Dessert,Starbucks,119,0,"Poor quality, not worth the money.",Jakarta
375,User375,54,Male,95.0,Dessert,McDonald's,0,1,The food was delicious and fresh!,Surabaya
376,User376,68,Male,41.4,Healthy,Mi Gacoan,173,2,"Excellent taste, worth every penny!",Jakarta
377,User377,38,Male,60.03,Fast Food,Mi Gacoan,216,19,"Great food, definitely coming back.",Surabaya
378,User378,22,Male,56.59,Healthy,KFC,420,15,"Unimpressed with the taste, won't return.",Surabaya
379,User379,23,Female,77.96,Fast Food,McDonald's,113,6,"Not worth the price, very disappointing.",Bandung
380,User380,32,Female,93.29,Fast Food,McDonald's,276,12,"Not worth the price, very disappointing.",Malang
381,User381,40,Female,65.72,Dessert,Mi Gacoan,334,9,The food was delicious and fresh!,Bandung
382,User382,33,Female,41.58,Dessert,JCo,297,9,The food was bland and tasteless.,Jogja
383,User383,37,Female,92.15,Dessert,Burger King,357,2,"Amazing flavors, highly recommend!",Jogja
384,User384,30,Male,59.34,Dessert,KFC,434,4,Very tasty and well-prepared.,Bandung
385,User385,57,Female,43.38,Healthy,McDonald's,123,5,"Amazing flavors, highly recommend!",Malang
386,User386,50,Female,43.32,Fast Food,Starbucks,22,0,"Excellent taste, worth every penny!",Surabaya
387,User387,48,Male,7.74,Beverage,Starbucks,210,19,"Terrible experience, food was awful.",Bandung
388,User388,38,Male,48.33,Healthy,McDonald's,213,15,The food was delicious and fresh!,Surabaya
389,User389,38,Male,60.39,Fast Food,Mi Gacoan,316,3,"Excellent taste, worth every penny!",Bandung
390,User390,23,Female,36.34,Dessert,McDonald's,260,3,"Terrible experience, food was awful.",Malang
391,User391,28,Male,67.51,Healthy,Burger King,397,5,"Great food, definitely coming back.",Jogja
392,User392,42,Male,96.93,Beverage,Starbucks,109,17,"Amazing flavors, highly recommend!",Surabaya
393,User393,29,Female,20.83,Beverage,JCo,432,14,"Unimpressed with the taste, won't return.",Surabaya
394,User394,39,Male,83.3,Fast Food,Starbucks,71,12,The food was bland and tasteless.,Jakarta
395,User395,24,Female,30.38,Fast Food,Mi Gacoan,146,9,"Amazing flavors, highly recommend!",Malang
396,User396,19,Female,38.83,Beverage,Starbucks,89,12,The food was delicious and fresh!,Jogja
397,User397,31,Male,77.63,Dessert,Burger King,343,13,The food was delicious and fresh!,Surabaya
398,User398,33,Male,7.42,Dessert,Mi Gacoan,37,17,The food was delicious and fresh!,Jogja
399,User399,65,Male,52.34,Beverage,Starbucks,124,13,Very tasty and well-prepared.,Bandung
400,User400,61,Male,71.52,Healthy,McDonald's,356,9,The food was bland and tasteless.,Surabaya
401,User401,39,Female,92.62,Fast Food,KFC,314,0,"Excellent taste, worth every penny!",Jakarta
402,User402,21,Male,45.25,Dessert,Starbucks,214,4,"Unimpressed with the taste, won't return.",Surabaya
403,User403,47,Female,99.88,Fast Food,JCo,173,19,"Poor quality, not worth the money.",Jogja
404,User404,27,Male,57.12,Fast Food,McDonald's,491,14,"Poor quality, not worth the money.",Surabaya
405,User405,42,Male,70.64,Healthy,Mi Gacoan,162,17,"Terrible experience, food was awful.",Bandung
406,User406,54,Female,60.29,Beverage,Starbucks,279,15,"Excellent taste, worth every penny!",Jakarta
407,User407,67,Male,79.83,Dessert,JCo,184,8,The food was delicious and fresh!,Surabaya
408,User408,38,Female,67.39,Fast Food,Mi Gacoan,12,12,The food was bland and tasteless.,Jakarta
409,User409,55,Female,89.78,Fast Food,Starbucks,469,6,"Not worth the price, very disappointing.",Jakarta
410,User410,64,Male,60.53,Dessert,KFC,175,3,"Unimpressed with the taste, won't return.",Surabaya
411,User411,37,Female,96.91,Dessert,Burger King,174,5,The food was bland and tasteless.,Jakarta
412,User412,58,Female,98.9,Dessert,Starbucks,239,4,"Excellent taste, worth every penny!",Surabaya
413,User413,21,Female,74.25,Beverage,Burger King,3,5,"Excellent taste, worth every penny!",Malang
414,User414,55,Female,81.29,Healthy,Burger King,455,2,"Excellent taste, worth every penny!",Jogja
415,User415,21,Female,91.33,Healthy,Burger King,391,10,"Not worth the price, very disappointing.",Jakarta
416,User416,38,Male,23.0,Healthy,Starbucks,278,18,Very tasty and well-prepared.,Jakarta
417,User417,56,Male,75.51,Healthy,Starbucks,130,2,The food was bland and tasteless.,Bandung
418,User418,48,Female,18.8,Beverage,Mi Gacoan,479,0,Very tasty and well-prepared.,Jakarta
419,User419,51,Male,94.11,Dessert,Mi Gacoan,25,16,Very tasty and well-prepared.,Surabaya
420,User420,43,Male,8.81,Healthy,JCo,305,17,"Poor quality, not worth the money.",Surabaya
421,User421,59,Male,38.98,Fast Food,JCo,478,8,"Unimpressed with the taste, won't return.",Surabaya
422,User422,62,Male,42.6,Dessert,KFC,286,7,The food was bland and tasteless.,Jogja
423,User423,40,Female,65.21,Fast Food,JCo,311,12,"Great food, definitely coming back.",Malang
424,User424,55,Male,40.91,Beverage,Starbucks,49,19,"Unimpressed with the taste, won't return.",Surabaya
425,User425,20,Male,35.6,Fast Food,JCo,245,1,"Terrible experience, food was awful.",Bandung
426,User426,45,Male,70.93,Dessert,KFC,10,18,"Terrible experience, food was awful.",Malang
427,User427,64,Male,12.9,Dessert,JCo,274,2,"Great food, definitely coming back.",Surabaya
428,User428,69,Male,15.47,Beverage,McDonald's,280,12,Very tasty and well-prepared.,Jakarta
429,User429,55,Male,91.26,Beverage,Starbucks,345,11,Very tasty and well-prepared.,Malang
430,User430,46,Male,95.83,Fast Food,Burger King,158,3,"Excellent taste, worth every penny!",Malang
431,User431,53,Male,20.79,Fast Food,Mi Gacoan,345,9,"Poor quality, not worth the money.",Bandung
432,User432,65,Female,30.47,Dessert,Mi Gacoan,257,5,"Great food, definitely coming back.",Bandung
433,User433,51,Female,99.58,Fast Food,JCo,107,6,"Not worth the price, very disappointing.",Surabaya
434,User434,43,Female,51.77,Fast Food,Burger King,120,14,"Great food, definitely coming back.",Jogja
435,User435,28,Male,66.15,Dessert,McDonald's,184,7,The food was bland and tasteless.,Jogja
436,User436,57,Female,18.35,Fast Food,KFC,463,13,Very tasty and well-prepared.,Malang
437,User437,26,Female,36.03,Dessert,Mi Gacoan,376,15,"Excellent taste, worth every penny!",Malang
438,User438,35,Female,26.35,Healthy,McDonald's,357,10,"Not worth the price, very disappointing.",Bandung
439,User439,43,Female,93.54,Beverage,JCo,280,0,"Terrible experience, food was awful.",Jogja
440,User440,25,Male,52.03,Healthy,Mi Gacoan,239,3,"Great food, definitely coming back.",Bandung
441,User441,69,Female,78.07,Fast Food,Starbucks,409,14,"Great food, definitely coming back.",Jogja
442,User442,47,Male,99.4,Beverage,Starbucks,228,12,"Excellent taste, worth every penny!",Malang
443,User443,57,Male,88.26,Dessert,Starbucks,323,0,"Excellent taste, worth every penny!",Jakarta
444,User444,59,Male,45.92,Healthy,McDonald's,208,2,"Unimpressed with the taste, won't return.",Jogja
445,User445,38,Male,92.04,Beverage,Burger King,305,19,The food was bland and tasteless.,Jakarta
446,User446,51,Male,71.41,Dessert,Starbucks,159,1,The food was bland and tasteless.,Malang
447,User447,67,Female,69.39,Fast Food,Starbucks,129,15,Very tasty and well-prepared.,Jakarta
448,User448,28,Male,57.22,Healthy,Mi Gacoan,163,6,"Great food, definitely coming back.",Jakarta
449,User449,30,Female,6.45,Beverage,Starbucks,145,17,The food was delicious and fresh!,Jakarta
450,User450,65,Male,82.34,Dessert,Starbucks,322,9,The food was bland and tasteless.,Jogja
451,User451,20,Female,19.48,Fast Food,Burger King,367,2,"Great food, definitely coming back.",Jogja
452,User452,50,Male,86.57,Healthy,Starbucks,23,11,"Unimpressed with the taste, won't return.",Malang
453,User453,42,Female,71.59,Healthy,Mi Gacoan,93,9,"Unimpressed with the taste, won't return.",Jogja
454,User454,23,Female,76.21,Dessert,Starbucks,96,4,"Poor quality, not worth the money.",Bandung
455,User455,37,Female,63.3,Fast Food,Burger King,111,8,"Excellent taste, worth every penny!",Bandung
456,User456,18,Female,87.1,Fast Food,Mi Gacoan,225,13,The food was bland and tasteless.,Bandung
457,User457,35,Male,16.8,Healthy,Burger King,491,17,"Terrible experience, food was awful.",Jakarta
458,User458,41,Male,78.45,Healthy,Mi Gacoan,496,4,"Excellent taste, worth every penny!",Jakarta
459,User459,64,Female,11.27,Fast Food,Burger King,257,0,Very tasty and well-prepared.,Surabaya
460,User460,38,Female,57.66,Healthy,Mi Gacoan,61,17,Very tasty and well-prepared.,Jakarta
461,User461,54,Female,58.05,Fast Food,Burger King,115,15,"Unimpressed with the taste, won't return.",Bandung
462,User462,54,Male,79.23,Beverage,KFC,432,12,"Terrible experience, food was awful.",Jakarta
463,User463,30,Female,33.33,Dessert,Starbucks,0,15,The food was bland and tasteless.,Surabaya
464,User464,62,Male,46.69,Dessert,Mi Gacoan,194,3,"Great food, definitely coming back.",Jogja
465,User465,54,Male,40.75,Beverage,JCo,117,12,"Poor quality, not worth the money.",Malang
466,User466,33,Male,34.21,Dessert,JCo,83,2,"Great food, definitely coming back.",Jogja
467,User467,55,Female,67.31,Beverage,Burger King,299,3,"Not worth the price, very disappointing.",Surabaya
468,User468,42,Female,68.85,Fast Food,Burger King,374,3,"Excellent taste, worth every penny!",Surabaya
469,User469,63,Male,83.68,Fast Food,JCo,488,5,"Amazing flavors, highly recommend!",Bandung
470,User470,38,Male,12.68,Dessert,McDonald's,409,4,"Poor quality, not worth the money.",Bandung
471,User471,25,Male,5.53,Fast Food,KFC,357,5,"Poor quality, not worth the money.",Jogja
472,User472,64,Female,17.55,Beverage,KFC,324,7,"Not worth the price, very disappointing.",Jogja
473,User473,41,Male,53.01,Beverage,Starbucks,185,5,The food was bland and tasteless.,Jakarta
474,User474,38,Female,99.96,Fast Food,KFC,410,18,Very tasty and well-prepared.,Surabaya
475,User475,23,Male,79.76,Dessert,Starbucks,361,7,"Not worth the price, very disappointing.",Jakarta
