id,nama,age,gender,location_user,location_pembelian,harga_beli,kind_of_food,restaurant,delivery_time,friends,jumlah_klik_produk_tertentu
320,User320,40,Male,Surabaya,Surabaya,48.25,Beverage,Jack in the Box,51,425,11
321,User321,67,Male,Surabaya,Jakarta,65.42,Fast Food,Sonic Drive-In,40,79,6
322,User322,48,Male,Bandung,Bandung,5.16,Dessert,Panera Bread,54,149,2
323,User323,51,Female,Jakarta,Surabaya,20.57,Beverage,Jack in the Box,35,291,19
324,User324,45,Female,Surabaya,Jakarta,50.93,Healthy,Wendy's,51,178,15
325,User325,25,Male,Jakarta,Surabaya,13.91,Beverage,Jack in the Box,50,186,15
326,User326,31,Male,Jakarta,Jakarta,49.04,Dessert,Domino's Pizza,32,137,14
327,User327,43,Female,Bandung,Surabaya,29.82,Healthy,Arby's,39,422,5
328,User328,55,Male,Bandung,Surabaya,55.03,Beverage,Pizza Hut,45,16,4
329,User329,49,Male,Surabaya,Surabaya,75.35,Fast Food,Arby's,18,488,4
330,User330,54,Male,Jakarta,Bandung,68.22,Beverage,Pizza Hut,59,297,12
331,User331,67,Female,Jakarta,Surabaya,21.49,Healthy,KFC,39,184,4
332,User332,65,Male,Surabaya,Surabaya,94.56,Dessert,Little Caesars,34,488,5
333,User333,57,Female,Bandung,Jakarta,12.32,Dessert,Panera Bread,44,300,3
334,User334,26,Male,Surabaya,Jakarta,74.68,Dessert,Wendy's,44,273,0
335,User335,36,Female,Surabaya,Bandung,61.93,Beverage,Domino's Pizza,27,26,10
336,User336,38,Female,Bandung,Jakarta,72.88,Fast Food,Chipotle,38,76,4
337,User337,43,Female,Surabaya,Surabaya,19.25,Fast Food,Domino's Pizza,51,294,1
338,User338,57,Female,Jakarta,Surabaya,32.34,Healthy,Wendy's,57,7,1
339,User339,47,Female,Jakarta,Jakarta,65.21,Healthy,Chipotle,21,110,2
340,User340,20,Female,Bandung,Bandung,65.64,Dessert,Popeyes,59,66,7
341,User341,58,Female,Bandung,Bandung,81.91,Fast Food,Little Caesars,42,206,7
342,User342,68,Female,Surabaya,Jakarta,97.39,Healthy,Chipotle,34,366,0
343,User343,35,Male,Bandung,Jakarta,87.31,Fast Food,Wendy's,17,376,7
344,User344,58,Female,Bandung,Surabaya,43.68,Dessert,Jack in the Box,21,29,15
345,User345,57,Female,Surabaya,Bandung,20.47,Beverage,Sonic Drive-In,19,98,12
346,User346,51,Female,Jakarta,Jakarta,93.59,Fast Food,Wendy's,58,52,0
347,User347,21,Male,Surabaya,Surabaya,87.97,Fast Food,Jack in the Box,46,36,17
348,User348,44,Male,Bandung,Surabaya,29.53,Dessert,Sonic Drive-In,34,493,7
349,User349,65,Male,Bandung,Bandung,32.4,Beverage,Chick-fil-A,19,56,0
350,User350,42,Female,Bandung,Bandung,53.86,Dessert,Jack in the Box,27,342,0
351,User351,67,Female,Jakarta,Jakarta,67.01,Healthy,McDonald's,51,295,16
352,User352,48,Female,Surabaya,Jakarta,46.52,Beverage,Panda Express,21,395,12
353,User353,69,Female,Bandung,Bandung,36.27,Dessert,Subway,40,488,9
354,User354,19,Female,Jakarta,Bandung,50.01,Beverage,Popeyes,23,423,15
355,User355,60,Male,Bandung,Surabaya,14.02,Healthy,Panda Express,15,459,2
356,User356,36,Male,Jakarta,Bandung,91.94,Beverage,Panera Bread,28,146,14
357,User357,25,Male,Jakarta,Surabaya,34.12,Healthy,Domino's Pizza,28,253,10
358,User358,61,Male,Jakarta,Jakarta,10.81,Beverage,Pizza Hut,24,272,17
359,User359,23,Male,Jakarta,Bandung,37.13,Dessert,Sonic Drive-In,33,495,3
360,User360,58,Male,Bandung,Jakarta,43.12,Beverage,Taco Bell,54,124,4
361,User361,55,Male,Surabaya,Surabaya,46.95,Dessert,Taco Bell,37,192,10
362,User362,37,Female,Surabaya,Jakarta,51.57,Beverage,Chick-fil-A,44,45,13
363,User363,52,Male,Surabaya,Surabaya,44.77,Healthy,Domino's Pizza,35,195,11
364,User364,39,Male,Jakarta,Bandung,81.85,Dessert,Chipotle,37,197,12
365,User365,54,Male,Bandung,Jakarta,48.45,Dessert,Subway,59,478,8
366,User366,42,Male,Jakarta,Bandung,87.18,Dessert,Pizza Hut,17,216,14
367,User367,48,Female,Jakarta,Surabaya,76.76,Fast Food,McDonald's,41,453,9
368,User368,19,Female,Surabaya,Surabaya,95.06,Healthy,Pizza Hut,59,398,10
369,User369,18,Male,Bandung,Bandung,55.46,Dessert,Starbucks,38,484,13
370,User370,42,Male,Bandung,Surabaya,16.39,Beverage,KFC,49,94,13
371,User371,63,Female,Bandung,Surabaya,80.16,Beverage,Popeyes,37,317,12
372,User372,65,Male,Surabaya,Jakarta,84.65,Dessert,KFC,56,85,7
373,User373,22,Male,Jakarta,Jakarta,49.63,Healthy,Subway,31,397,5
374,User374,18,Male,Jakarta,Bandung,69.16,Dessert,Wendy's,55,119,0
375,User375,54,Male,Bandung,Surabaya,95,Dessert,Dunkin' Donuts,58,0,1
376,User376,68,Male,Surabaya,Jakarta,41.4,Healthy,KFC,31,173,2
377,User377,38,Male,Bandung,Bandung,60.03,Fast Food,Chipotle,53,216,19
378,User378,22,Male,Bandung,Surabaya,56.59,Healthy,Chick-fil-A,33,420,15
379,User379,23,Female,Bandung,Jakarta,77.96,Fast Food,Little Caesars,51,113,6
380,User380,32,Female,Bandung,Bandung,93.29,Fast Food,Chick-fil-A,34,276,12
381,User381,40,Female,Bandung,Jakarta,65.72,Dessert,Burger King,22,334,9
382,User382,33,Female,Bandung,Surabaya,41.58,Dessert,Jack in the Box,36,297,9
383,User383,37,Female,Surabaya,Bandung,92.15,Dessert,Burger King,46,357,2
384,User384,30,Male,Surabaya,Jakarta,59.34,Dessert,Chick-fil-A,59,434,4
385,User385,57,Female,Bandung,Jakarta,43.38,Healthy,Wendy's,47,123,5
386,User386,50,Female,Jakarta,Jakarta,43.32,Fast Food,Burger King,41,22,0
387,User387,48,Male,Surabaya,Jakarta,7.74,Beverage,Panera Bread,38,210,19
388,User388,38,Male,Bandung,Bandung,48.33,Healthy,Arby's,50,213,15
389,User389,38,Male,Jakarta,Surabaya,60.39,Fast Food,Burger King,44,316,3
390,User390,23,Female,Bandung,Surabaya,36.34,Dessert,Subway,52,260,3
391,User391,28,Male,Jakarta,Surabaya,67.51,Healthy,KFC,59,397,5
392,User392,42,Male,Jakarta,Jakarta,96.93,Beverage,Taco Bell,35,109,17
393,User393,29,Female,Jakarta,Jakarta,20.83,Beverage,Arby's,53,432,14
394,User394,39,Male,Surabaya,Bandung,83.3,Fast Food,Popeyes,29,71,12
395,User395,24,Female,Jakarta,Jakarta,30.38,Fast Food,Starbucks,53,146,9
396,User396,19,Female,Bandung,Bandung,38.83,Beverage,Panera Bread,26,89,12
397,User397,31,Male,Jakarta,Jakarta,77.63,Dessert,McDonald's,50,343,13
398,User398,33,Male,Bandung,Bandung,7.42,Dessert,Domino's Pizza,28,37,17
399,User399,65,Male,Surabaya,Bandung,52.34,Beverage,Five Guys,27,124,13
400,User400,61,Male,Surabaya,Jakarta,71.52,Healthy,Starbucks,25,356,9
401,User401,39,Female,Jakarta,Bandung,92.62,Fast Food,Panda Express,47,314,0
402,User402,21,Male,Bandung,Jakarta,45.25,Dessert,Starbucks,30,214,4
403,User403,47,Female,Bandung,Surabaya,99.88,Fast Food,Chick-fil-A,34,173,19
404,User404,27,Male,Surabaya,Jakarta,57.12,Fast Food,Starbucks,31,491,14
405,User405,42,Male,Bandung,Bandung,70.64,Healthy,Five Guys,56,162,17
406,User406,54,Female,Surabaya,Bandung,60.29,Beverage,Arby's,43,279,15
407,User407,67,Male,Bandung,Jakarta,79.83,Dessert,Taco Bell,31,184,8
408,User408,38,Female,Surabaya,Surabaya,67.39,Fast Food,Domino's Pizza,29,12,12
409,User409,55,Female,Surabaya,Jakarta,89.78,Fast Food,KFC,25,469,6
410,User410,64,Male,Surabaya,Bandung,60.53,Dessert,Domino's Pizza,36,175,3
411,User411,37,Female,Surabaya,Surabaya,96.91,Dessert,Chick-fil-A,54,174,5
412,User412,58,Female,Jakarta,Bandung,98.9,Dessert,Chick-fil-A,41,239,4
413,User413,21,Female,Bandung,Jakarta,74.25,Beverage,Five Guys,39,3,5
414,User414,55,Female,Surabaya,Jakarta,81.29,Healthy,Dunkin' Donuts,44,455,2
415,User415,21,Female,Jakarta,Jakarta,91.33,Healthy,McDonald's,43,391,10
416,User416,38,Male,Bandung,Surabaya,23,Healthy,KFC,25,278,18
417,User417,56,Male,Bandung,Bandung,75.51,Healthy,Subway,24,130,2
418,User418,48,Female,Surabaya,Jakarta,18.8,Beverage,Domino's Pizza,30,479,0
419,User419,51,Male,Jakarta,Jakarta,94.11,Dessert,Panera Bread,38,25,16
420,User420,43,Male,Bandung,Bandung,8.81,Healthy,Wendy's,43,305,17
421,User421,59,Male,Bandung,Surabaya,38.98,Fast Food,Arby's,31,478,8
422,User422,62,Male,Bandung,Jakarta,42.6,Dessert,Wendy's,27,286,7
423,User423,40,Female,Surabaya,Jakarta,65.21,Fast Food,Little Caesars,55,311,12
424,User424,55,Male,Surabaya,Bandung,40.91,Beverage,McDonald's,16,49,19
425,User425,20,Male,Jakarta,Bandung,35.6,Fast Food,Domino's Pizza,42,245,1
426,User426,45,Male,Surabaya,Surabaya,70.93,Dessert,Jack in the Box,35,10,18
427,User427,64,Male,Surabaya,Surabaya,12.9,Dessert,Burger King,31,274,2
428,User428,69,Male,Jakarta,Jakarta,15.47,Beverage,Five Guys,55,280,12
429,User429,55,Male,Jakarta,Jakarta,91.26,Beverage,Domino's Pizza,19,345,11
430,User430,46,Male,Bandung,Jakarta,95.83,Fast Food,Starbucks,58,158,3
431,User431,53,Male,Bandung,Surabaya,20.79,Fast Food,Chick-fil-A,56,345,9
432,User432,65,Female,Jakarta,Jakarta,30.47,Dessert,Starbucks,49,257,5
433,User433,51,Female,Jakarta,Jakarta,99.58,Fast Food,McDonald's,36,107,6
434,User434,43,Female,Bandung,Bandung,51.77,Fast Food,Burger King,42,120,14
435,User435,28,Male,Surabaya,Surabaya,66.15,Dessert,Arby's,23,184,7
436,User436,57,Female,Bandung,Jakarta,18.35,Fast Food,Arby's,26,463,13
437,User437,26,Female,Surabaya,Bandung,36.03,Dessert,Burger King,36,376,15
438,User438,35,Female,Surabaya,Bandung,26.35,Healthy,Subway,38,357,10
439,User439,43,Female,Bandung,Bandung,93.54,Beverage,Popeyes,53,280,0
440,User440,25,Male,Bandung,Bandung,52.03,Healthy,Subway,21,239,3
441,User441,69,Female,Surabaya,Surabaya,78.07,Fast Food,Pizza Hut,53,409,14
442,User442,47,Male,Jakarta,Bandung,99.4,Beverage,Subway,52,228,12
443,User443,57,Male,Bandung,Jakarta,88.26,Dessert,Popeyes,37,323,0
444,User444,59,Male,Bandung,Bandung,45.92,Healthy,Wendy's,35,208,2
445,User445,38,Male,Surabaya,Surabaya,92.04,Beverage,Starbucks,31,305,19
446,User446,51,Male,Surabaya,Surabaya,71.41,Dessert,Pizza Hut,40,159,1
447,User447,67,Female,Bandung,Jakarta,69.39,Fast Food,Five Guys,50,129,15
448,User448,28,Male,Bandung,Bandung,57.22,Healthy,Domino's Pizza,45,163,6
449,User449,30,Female,Bandung,Jakarta,6.45,Beverage,Domino's Pizza,56,145,17
450,User450,65,Male,Surabaya,Surabaya,82.34,Dessert,Subway,54,322,9
451,User451,20,Female,Surabaya,Surabaya,19.48,Fast Food,Jack in the Box,57,367,2
452,User452,50,Male,Bandung,Jakarta,86.57,Healthy,Sonic Drive-In,55,23,11
453,User453,42,Female,Surabaya,Bandung,71.59,Healthy,Burger King,57,93,9
454,User454,23,Female,Surabaya,Surabaya,76.21,Dessert,Taco Bell,32,96,4
455,User455,37,Female,Bandung,Surabaya,63.3,Fast Food,Sonic Drive-In,22,111,8
456,User456,18,Female,Surabaya,Surabaya,87.1,Fast Food,Chick-fil-A,53,225,13
457,User457,35,Male,Surabaya,Surabaya,16.8,Healthy,Little Caesars,24,491,17
458,User458,41,Male,Bandung,Jakarta,78.45,Healthy,Domino's Pizza,18,496,4
459,User459,64,Female,Jakarta,Surabaya,11.27,Fast Food,Wendy's,35,257,0
460,User460,38,Female,Surabaya,Bandung,57.66,Healthy,Chipotle,23,61,17
461,User461,54,Female,Bandung,Jakarta,58.05,Fast Food,Wendy's,33,115,15
462,User462,54,Male,Jakarta,Surabaya,79.23,Beverage,Sonic Drive-In,19,432,12
463,User463,30,Female,Bandung,Surabaya,33.33,Dessert,Panera Bread,27,0,15
464,User464,62,Male,Surabaya,Surabaya,46.69,Dessert,Starbucks,31,194,3
465,User465,54,Male,Surabaya,Bandung,40.75,Beverage,KFC,41,117,12
466,User466,33,Male,Bandung,Surabaya,34.21,Dessert,Sonic Drive-In,54,83,2
467,User467,55,Female,Bandung,Surabaya,67.31,Beverage,Domino's Pizza,59,299,3
468,User468,42,Female,Surabaya,Bandung,68.85,Fast Food,Chick-fil-A,39,374,3
469,User469,63,Male,Bandung,Surabaya,83.68,Fast Food,Wendy's,56,488,5
470,User470,38,Male,Jakarta,Bandung,12.68,Dessert,Panera Bread,16,409,4
471,User471,25,Male,Bandung,Jakarta,5.53,Fast Food,Wendy's,40,357,5
472,User472,64,Female,Bandung,Jakarta,17.55,Beverage,Domino's Pizza,37,324,7
473,User473,41,Male,Jakarta,Jakarta,53.01,Beverage,Panera Bread,15,185,5
474,User474,38,Female,Jakarta,Surabaya,99.96,Fast Food,Chick-fil-A,15,410,18
475,User475,23,Male,Jakarta,Surabaya,79.76,Dessert,Taco Bell,34,361,7
476,User476,25,Female,Bandung,Jakarta,64.67,Dessert,Domino's Pizza,21,335,4
477,User477,54,Female,Surabaya,Bandung,28.01,Beverage,Domino's Pizza,22,119,10
478,User478,65,Male,Surabaya,Jakarta,93.69,Healthy,Little Caesars,39,24,8
479,User479,27,Male,Bandung,Surabaya,79.86,Dessert,Subway,40,117,1
480,User480,23,Female,Surabaya,Jakarta,72.62,Healthy,Popeyes,56,35,14
481,User481,43,Female,Jakarta,Bandung,59.93,Dessert,Wendy's,45,330,9
482,User482,51,Male,Surabaya,Bandung,9.73,Fast Food,Five Guys,31,96,9
483,User483,38,Male,Bandung,Jakarta,67.84,Dessert,Little Caesars,53,474,4
484,User484,18,Male,Surabaya,Surabaya,24.9,Dessert,Chick-fil-A,35,310,17
485,User485,51,Male,Surabaya,Bandung,45.89,Healthy,Jack in the Box,47,114,16
486,User486,37,Female,Jakarta,Surabaya,87.16,Fast Food,Dunkin' Donuts,38,156,0
487,User487,27,Male,Jakarta,Jakarta,15.06,Dessert,Arby's,44,167,15
488,User488,20,Male,Surabaya,Bandung,16.43,Healthy,Dunkin' Donuts,39,41,16
489,User489,34,Female,Jakarta,Jakarta,11.17,Dessert,Subway,23,193,17
490,User490,41,Male,Bandung,Surabaya,50.79,Healthy,Sonic Drive-In,51,84,4
491,User491,68,Female,Surabaya,Jakarta,85.75,Fast Food,Taco Bell,28,70,18
492,User492,43,Male,Surabaya,Surabaya,89.39,Dessert,Starbucks,23,15,6
493,User493,60,Female,Bandung,Jakarta,93.38,Healthy,Little Caesars,51,352,1
494,User494,34,Female,Surabaya,Jakarta,41.94,Dessert,Subway,52,495,10
495,User495,35,Male,Jakarta,Jakarta,99.8,Dessert,Sonic Drive-In,23,449,13
496,User496,58,Female,Surabaya,Surabaya,5.57,Fast Food,Pizza Hut,36,383,19
497,User497,35,Male,Surabaya,Jakarta,14.82,Fast Food,Chipotle,59,191,17
498,User498,67,Male,Surabaya,Bandung,41.53,Fast Food,Wendy's,55,185,13
499,User499,55,Female,Surabaya,Bandung,68.31,Fast Food,Taco Bell,50,5,14
500,User500,59,Male,Bandung,Bandung,26.71,Dessert,Burger King,16,417,9
501,User501,56,Male,Jakarta,Jakarta,48.3,Dessert,KFC,22,326,13
502,User502,30,Male,Surabaya,Bandung,86.19,Dessert,Panera Bread,56,402,14
503,User503,24,Male,Bandung,Bandung,95.98,Healthy,Panda Express,34,465,3
504,User504,65,Male,Bandung,Surabaya,35.04,Dessert,Panda Express,48,224,17
505,User505,42,Male,Jakarta,Jakarta,18.68,Fast Food,Wendy's,51,29,1
506,User506,51,Male,Surabaya,Jakarta,91.52,Beverage,Starbucks,44,376,16
507,User507,32,Male,Jakarta,Surabaya,86.91,Dessert,Taco Bell,57,179,13
508,User508,23,Female,Jakarta,Bandung,77.76,Healthy,Panda Express,53,414,17
509,User509,27,Female,Surabaya,Surabaya,49.62,Dessert,Wendy's,34,400,17
510,User510,55,Male,Jakarta,Surabaya,92.27,Dessert,Little Caesars,41,479,0
511,User511,56,Male,Bandung,Jakarta,71.44,Dessert,Burger King,45,337,18
512,User512,29,Male,Surabaya,Bandung,34.36,Dessert,Subway,35,170,15
513,User513,43,Female,Jakarta,Surabaya,15.91,Fast Food,Burger King,50,384,11
514,User514,34,Female,Jakarta,Bandung,40.34,Healthy,Domino's Pizza,34,456,7
515,User515,37,Male,Jakarta,Bandung,72.09,Healthy,Popeyes,59,258,17
516,User516,41,Female,Jakarta,Jakarta,82.43,Healthy,Little Caesars,51,178,10
517,User517,68,Female,Bandung,Bandung,64.31,Dessert,Chick-fil-A,35,109,2
518,User518,66,Male,Bandung,Bandung,43.41,Beverage,Wendy's,33,36,6
519,User519,27,Male,Surabaya,Surabaya,44.36,Dessert,Taco Bell,44,445,18
520,User520,60,Female,Bandung,Surabaya,8.33,Dessert,Wendy's,47,293,19
521,User521,59,Female,Jakarta,Surabaya,35.73,Fast Food,Arby's,59,194,14
522,User522,59,Female,Jakarta,Jakarta,40.23,Dessert,Chipotle,54,155,19
523,User523,57,Female,Bandung,Bandung,26.69,Beverage,Burger King,42,451,15
524,User524,44,Male,Surabaya,Jakarta,48.17,Dessert,Dunkin' Donuts,47,83,7
525,User525,60,Male,Bandung,Bandung,19.71,Fast Food,Panda Express,37,152,11
526,User526,29,Female,Surabaya,Jakarta,48.63,Beverage,Jack in the Box,16,132,10
527,User527,25,Female,Surabaya,Jakarta,41.3,Healthy,KFC,36,95,2
528,User528,45,Male,Surabaya,Bandung,29.17,Fast Food,Domino's Pizza,22,16,3
529,User529,50,Female,Jakarta,Surabaya,58.02,Beverage,Panera Bread,17,50,12
530,User530,48,Female,Jakarta,Jakarta,66.44,Fast Food,Arby's,45,175,8
531,User531,40,Female,Jakarta,Bandung,11.84,Beverage,Panera Bread,41,294,2
532,User532,47,Male,Surabaya,Surabaya,88.83,Fast Food,Little Caesars,47,277,19
533,User533,50,Female,Jakarta,Surabaya,52.14,Fast Food,Chipotle,25,195,6
534,User534,20,Female,Jakarta,Bandung,85.55,Dessert,Wendy's,18,310,17
535,User535,40,Female,Surabaya,Bandung,83.52,Fast Food,Panda Express,48,315,1
536,User536,65,Female,Surabaya,Bandung,96.51,Dessert,Subway,16,156,13
537,User537,58,Male,Surabaya,Bandung,66.49,Beverage,Chipotle,46,350,14
538,User538,65,Male,Surabaya,Surabaya,62.41,Healthy,Pizza Hut,32,283,15
539,User539,42,Male,Bandung,Surabaya,19.58,Beverage,Chick-fil-A,53,223,16
540,User540,69,Female,Jakarta,Jakarta,16.72,Dessert,Starbucks,28,359,0
541,User541,32,Female,Surabaya,Bandung,87.4,Dessert,Dunkin' Donuts,15,110,16
542,User542,20,Male,Surabaya,Surabaya,55.98,Dessert,Sonic Drive-In,43,292,8
543,User543,21,Female,Jakarta,Bandung,24.02,Fast Food,Dunkin' Donuts,34,362,19
544,User544,51,Female,Jakarta,Jakarta,36.36,Beverage,Pizza Hut,43,276,3
545,User545,60,Male,Bandung,Jakarta,70.06,Fast Food,Five Guys,48,56,15
546,User546,54,Male,Jakarta,Jakarta,66.38,Healthy,Five Guys,45,290,19
547,User547,18,Female,Bandung,Jakarta,88.07,Beverage,Burger King,40,55,12
548,User548,42,Male,Jakarta,Surabaya,73.33,Beverage,Taco Bell,33,251,16
549,User549,68,Male,Bandung,Bandung,42.88,Dessert,Starbucks,16,357,1
550,User550,56,Male,Bandung,Jakarta,71.35,Healthy,Chipotle,30,294,18
551,User551,30,Female,Jakarta,Bandung,16.06,Fast Food,Taco Bell,35,194,11
552,User552,33,Male,Bandung,Bandung,92.8,Fast Food,Jack in the Box,41,346,9
553,User553,44,Female,Jakarta,Surabaya,82.76,Dessert,Chipotle,21,179,14
554,User554,41,Female,Surabaya,Bandung,82.89,Fast Food,Dunkin' Donuts,32,429,7
555,User555,47,Male,Surabaya,Jakarta,17.96,Beverage,McDonald's,45,67,17
556,User556,34,Female,Bandung,Bandung,19.62,Fast Food,Starbucks,54,313,5
557,User557,36,Female,Surabaya,Bandung,32.24,Fast Food,Burger King,58,16,5
558,User558,63,Male,Bandung,Jakarta,21.16,Healthy,Chipotle,27,403,1
559,User559,51,Male,Bandung,Bandung,73.37,Healthy,Panda Express,26,218,15
560,User560,21,Male,Bandung,Jakarta,82.19,Dessert,Five Guys,21,21,0
561,User561,56,Male,Jakarta,Surabaya,78.54,Dessert,Arby's,47,230,12
562,User562,25,Female,Surabaya,Jakarta,53.03,Fast Food,KFC,40,6,5
563,User563,38,Male,Bandung,Bandung,60.89,Healthy,Five Guys,41,338,4
564,User564,66,Female,Surabaya,Jakarta,56.14,Beverage,KFC,16,77,15
565,User565,42,Female,Surabaya,Bandung,40.81,Fast Food,Wendy's,32,422,11
566,User566,20,Male,Bandung,Surabaya,30.6,Fast Food,Subway,53,12,5
567,User567,28,Male,Bandung,Bandung,67.92,Healthy,Arby's,57,317,5
568,User568,69,Female,Surabaya,Jakarta,87.31,Dessert,KFC,18,393,13
569,User569,52,Female,Bandung,Jakarta,92.38,Healthy,Popeyes,27,387,13
570,User570,42,Male,Surabaya,Jakarta,14.16,Dessert,Panda Express,54,217,4
571,User571,18,Female,Jakarta,Jakarta,40.45,Healthy,Arby's,22,258,0
572,User572,24,Male,Bandung,Surabaya,14.71,Beverage,Panera Bread,54,423,11
573,User573,31,Female,Bandung,Bandung,28.38,Beverage,Domino's Pizza,30,420,8
574,User574,56,Female,Surabaya,Surabaya,47.65,Fast Food,Pizza Hut,24,329,4
575,User575,43,Female,Jakarta,Jakarta,37.33,Dessert,Panda Express,34,496,19
576,User576,45,Female,Bandung,Jakarta,52.93,Fast Food,Wendy's,19,354,13
577,User577,65,Female,Jakarta,Bandung,88.23,Healthy,Taco Bell,32,334,0
578,User578,23,Female,Bandung,Surabaya,48.35,Beverage,Pizza Hut,48,221,13
579,User579,63,Male,Surabaya,Bandung,7.15,Healthy,Panera Bread,47,89,11
580,User580,59,Male,Surabaya,Surabaya,42.32,Fast Food,Jack in the Box,56,432,19
581,User581,41,Female,Bandung,Surabaya,19.57,Healthy,Burger King,46,163,0
582,User582,69,Male,Surabaya,Surabaya,53.22,Dessert,McDonald's,33,178,1
583,User583,42,Male,Jakarta,Jakarta,11.77,Fast Food,Pizza Hut,44,281,15
584,User584,31,Female,Jakarta,Jakarta,49.82,Fast Food,Chick-fil-A,51,394,16
585,User585,39,Male,Surabaya,Surabaya,83.42,Dessert,Burger King,32,289,4
586,User586,31,Female,Surabaya,Jakarta,53.89,Fast Food,KFC,37,399,19
587,User587,20,Male,Surabaya,Bandung,65.26,Fast Food,Panda Express,57,87,9
588,User588,59,Male,Surabaya,Jakarta,27.83,Beverage,Burger King,19,475,3
589,User589,19,Male,Bandung,Surabaya,27.89,Dessert,Dunkin' Donuts,17,21,14
590,User590,63,Female,Jakarta,Surabaya,93.31,Beverage,Subway,27,354,2
591,User591,18,Male,Surabaya,Jakarta,90.02,Healthy,Taco Bell,43,285,3
592,User592,32,Male,Surabaya,Surabaya,89.77,Dessert,Popeyes,16,38,18
593,User593,54,Female,Surabaya,Jakarta,57.86,Fast Food,Jack in the Box,56,140,1
594,User594,25,Male,Surabaya,Surabaya,51.41,Dessert,Wendy's,35,428,8
595,User595,66,Female,Surabaya,Surabaya,95.01,Healthy,Domino's Pizza,32,156,17
596,User596,27,Male,Bandung,Jakarta,76.61,Fast Food,Starbucks,54,316,1
597,User597,62,Male,Bandung,Surabaya,26.73,Fast Food,Panda Express,45,107,6
598,User598,67,Male,Bandung,Jakarta,26.48,Dessert,Popeyes,49,432,15
599,User599,22,Male,Bandung,Jakarta,10.47,Fast Food,Sonic Drive-In,34,449,10
600,User600,34,Female,Surabaya,Jakarta,62.37,Fast Food,Dunkin' Donuts,30,214,0
601,User601,34,Female,Jakarta,Bandung,6.86,Healthy,Wendy's,37,215,8
602,User602,34,Male,Bandung,Surabaya,27.61,Dessert,Panera Bread,25,11,5
603,User603,21,Female,Bandung,Bandung,74.94,Healthy,Jack in the Box,59,312,10
604,User604,58,Female,Jakarta,Surabaya,32.96,Fast Food,Domino's Pizza,28,383,17
605,User605,20,Male,Bandung,Jakarta,59.9,Dessert,Chick-fil-A,42,233,7
606,User606,50,Male,Surabaya,Jakarta,77.35,Fast Food,Five Guys,27,384,9
607,User607,24,Male,Jakarta,Jakarta,95.7,Fast Food,Wendy's,16,361,9
608,User608,39,Male,Jakarta,Jakarta,88.56,Dessert,Chick-fil-A,34,65,19
609,User609,46,Male,Surabaya,Surabaya,64.27,Beverage,Dunkin' Donuts,19,128,14
610,User610,40,Female,Surabaya,Surabaya,18.85,Dessert,Five Guys,54,399,15
611,User611,45,Female,Bandung,Surabaya,9.95,Healthy,Chick-fil-A,16,12,15
612,User612,67,Female,Surabaya,Bandung,98.76,Fast Food,Panera Bread,25,286,11
